Authors,Title,Year,Source title,Cited by,DOI,Document Type,Open Access,EID,matched_queries
Rafiei A.; Dwivedi T.; Xue J.; Schlesinger D.E.; Katebi N.; Albert D.E.; Clifford G.D.,"Toward self-validating ECG Systems: A personalized, uncertainty-aware approach for detecting and estimating lead misplacement",2026,Journal of Electrocardiology,0,10.1016/j.jelectrocard.2026.154204,Article,,2-s2.0-105029449635,Q3
Zhang Q.; Ren Y.; Qin S.; Zhang X.; Zhang L.; Huang J.; Liu Z.; Liu C.; Feng H.; Chen J.; Ding Y.; You W.; Jiang H.; Pan Y.; Zhou Y.; Chen J.; Chen L.; Liu W.; Liu T.; Zhao Z.; Zhang L.,Toward vibe medicine: A self-evolving multi-agent framework for clinical decision support,2026,Meta-Radiology,0,10.1016/j.metrad.2026.100223,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105040556713,Q7
Wang K.; Zhou Z.; Li Z.,Towards Accurate Training Time Estimation for On-Device Heterogeneous Federated Learning,2026,IEEE Transactions on Mobile Computing,0,10.1109/TMC.2025.3599524,Article,,2-s2.0-105013397202,Q3;Q4
Zabaluev D.A.; Kolpaschikov M.A.; Novikova E.S.,Towards Analysis of the Federated Clustering Algorithms,2026,"Proceedings of 2026 7th International Conference on Neural Networks and Neurotechnologies, NeuroNT 2026",0,10.1109/NeuroNT71829.2026.11651402,Conference paper,,2-s2.0-105048716506,Q3
Chauhan S.; Yamsani N.; Sharma N.; Badhani R.; Kharola A.,Towards Automated Fertility Diagnostics: Human Sperm Classification with Deep Learning,2026,"2026 IEEE International Conference on Emerging Computing and Intelligent Technologies, ICoECIT 2026",0,10.1109/ICoECIT68303.2026.11497082,Conference paper,,2-s2.0-105041167012,Q10
Chauhan S.; Yamsani N.; Sharma N.; Badhani R.; Kharola A.,Towards Automated Fertility Diagnostics: Human Sperm Classification with Deep Learning,2026,CCIC 2026 - Contemporary Computing Innovations Conference 2026,0,10.1109/CCIC68129.2026.11486026,Conference paper,,2-s2.0-105038773945,Q10
Ding Y.; Meng W.; He S.; Li W.,Towards COLREGs-aware ship collision avoidance with multi-agent PPO-LSTM in maritime IoT,2026,Journal of Network and Computer Applications,1,10.1016/j.jnca.2026.104511,Article,,2-s2.0-105037662034,Q3;Q7
Ahmadpanah S.H.; Mirabi M.; Sahafi A.; Erfani S.H.,"Towards Decentralized Hybrid Container Elasticity With Fault-Tolerant Orchestration and Predictive, Risk-Aware Thresholding",2026,Concurrency and Computation: Practice and Experience,1,10.1002/cpe.70720,Article,,2-s2.0-105036128277,Q3
Anwer M.; Ahmed G.; Abdelhaq M.; Alsaqour R.; Hussain S.; Akhunzada A.,Towards Decentralized IoT Security: Optimized Detection of Zero-Day Multi-Class Cyber-Attacks Using Deep Federated Learning,2026,"Computers, Materials and Continua",2,10.32604/cmc.2025.068673,Article,All Open Access; Gold Open Access,2-s2.0-105024305609,Q3
Yang H.; Gu S.; Fu J.; Chen Z.,Towards Durable and Generalizable Backdoor Attacks against Federated Graph Learning,2026,"Proceedings of the International Conference on Computer Supported Cooperative Work in Design, CSCWD",0,10.1109/CSCWD68734.2026.11582215,Conference paper,,2-s2.0-105044788675,Q7
Wang K.,Towards Efficient Inference and Training of Deep Neural Networks on Edge Devices,2026,"MobiSys Companion 2026 - Companion Proceedings of the 24th ACM Annual International Conference on Mobile Systems, Applications and Services, Part of MobiSys 2026",0,10.1145/3812835.3814838,Conference paper,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105044996898,Q3
Lyu C.; Zhang X.; Cheng J.; Liu W.; Ye X.; Xu K.; Li Q.; Yin X.-C.,Towards Efficient and Reliable Training Assurance of Untrusted Federated Learning Participants Under Hardware Non-Determinism,2026,IEEE Transactions on Dependable and Secure Computing,0,10.1109/TDSC.2026.3677485,Article,,2-s2.0-105034097399,Q3
Shah T.; Sangale R.,Towards Explainable and Scalable Crop Recommendation Systems: A Deep Learning Survey from Maharashtra to Global Agriculture,2026,"2026 International Conference on Communication, Computing and Emerging Technologies, IC3ET 2026",0,10.1109/IC3ET64989.2026.11467227,Conference paper,,2-s2.0-105037467372,Q3
Wei K.; Yuan X.; Hong Z.; Zhang J.; Guo J.; Ding M.; Li J.; Guo S.,Towards Fair Federated Edge Learning Through Prototype-Guided Distributed Adversarial Networks,2026,IEEE Transactions on Mobile Computing,0,10.1109/TMC.2026.3716806,Article,,2-s2.0-105045718931,Q3
Friedman N.; Kochovski P.; Landi F.; Popovics B.,"Towards Intelligent Digital Building Logbooks and Transparency of the Built Environment: AI, Semantic Knowledge, and Digital Twins for Structural Resilience",2026,"Conference Proceedings - 2026 IEEE International Workshop on Metrology for Living Environment, MetroLivEnv 2026",0,10.1109/MetroLivEnv70468.2026.11659902,Conference paper,,2-s2.0-105049176769,Q3
Celesti A.; Lonia G.; Fazio M.; Gotsev L.; Kovatcheva E.; Chikurtev D.; Quattrocchi A.; Montanini R.; Villari M.,Towards IoT Rejuvenation: From Machine to Federated Learning Based Regression to Detect Sensor Ageing in Cloud-Edge Continuum,2026,"Proceedings - 2026 IEEE 26th International Symposium on Cluster, Cloud and Internet Computing Workshops, CCGridW 2026",0,10.1109/CCGridW69005.2026.00051,Conference paper,,2-s2.0-105046876960,Q3
Augello A.; Merendino S.; Paola A.D.; Lo Re G.,Towards Neuro-Symbolic Federated Tree Learning,2026,"12th 2026 International Conference on Control, Decision and Information Technologies, CoDIT 2026",0,10.1109/CoDIT70676.2026.11631225,Conference paper,,2-s2.0-105047835340,Q3
Luo G.; Zhang Y.; Zhou Y.; Huang M.; Sun X.; Ji R.,Towards Parameter-Efficient Network Pruning with Re-Parameterized Adapter,2026,International Journal of Computer Vision,0,10.1007/s11263-025-02698-8,Article,,2-s2.0-105033333646,Q1
Rasool A.M.; Safa N.S.; Mbarushimana C.,Towards Privacy-Preserving Deep Learning for Intelligent IoT Botnet Detection,2026,Applied Sciences (Switzerland),1,10.3390/app16031665,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105030084501,Q3
Lyu W.; Ke W.; Sheng H.; Ma X.; Yang D.; Liu S.,Towards Privacy-Preserving Light Field Super-Resolution: A Federated Learning Approach,2026,CSAI 2025 - Proceedings of 2025 9th International Conference on Computer Science and Artificial Intelligence,0,10.1145/3788149.3788210,Conference paper,All Open Access; Gold Open Access,2-s2.0-105035806430,Q3
Iram F.; Shaik M.A.,Towards Reliable Brain Tumor Detection: Merging Advanced Deep Learning Techniques with Explainable AI for Superior Accuracy,2026,"Proceedings of 4th International Conference on Self Sustainable Artificial Intelligence Systems, ICSSAS 2026",0,10.1109/ICSSAS68835.2026.11559426,Conference paper,,2-s2.0-105044227567,Q3
Chu X.; Yang X.; Wei K.; Wang X.,Towards Robust Edge Model Adaptation via Elastic Architecture Search,2026,Proceedings of the AAAI Conference on Artificial Intelligence,0,10.1609/aaai.v40i25.39198,Conference paper,All Open Access; Gold Open Access,2-s2.0-105034729978,Q4
Fu S.; Bao W.; Yang Z.; Sheng X.; Guo Y.; Liu Y.; Zhou B.B.,Towards Robust and Fair Partial Label Federated Learning Service,2026,IEEE Transactions on Services Computing,0,10.1109/TSC.2026.3686458,Article,,2-s2.0-105036627583,Q3
Fransen M.; Fürst A.; Tunuguntla D.; Wilke D.N.; Alkin B.; Barreto D.; Brandstetter J.; Cabrera M.A.; Fan X.; Guo M.; Kieskamp B.; Kumar K.; Morrissey J.; Nuttall J.; Ooi J.; Orozco L.; Papanicolopulos S.-A.; Qu T.; Schott D.; Shuku T.; Sun W.; Weinhart T.; Ye D.; Cheng H.,Towards Scientific Machine Learning for Granular Material Simulations: Challenges and Opportunities,2026,Archives of Computational Methods in Engineering,9,10.1007/s11831-025-10322-8,Review,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-105013642739,Q3
Debicha I.; Kenaza T.; Hentous I.,Towards Secure and Robust Federated Learning,2026,"Proceedings - 2026 IEEE 50th Annual Computers, Software, and Applications Conference, COMPSAC 2026",0,10.1109/COMPSAC69091.2026.00357,Conference paper,,2-s2.0-105048917495,Q3
Vieira M.A.; Galvão G.; Vieira M.; Véstias M.; Vieira P.; Louro P.,Towards Smart Mobility: Coordinated Intersection Control Using Multi-Agent Reinforcement Learning and Visible Light Communication,2026,Proceedings of SPIE - The International Society for Optical Engineering,0,10.1117/12.3077657,Conference paper,,2-s2.0-105038431053,Q3;Q7
Hirlekar V.; Maram B.,Towards Transparent Blue Carbon Markets: A Blockchain-Enabled Digital MRV Framework with ML-based Carbon Estimation,2026,"Proceedings of 4th International Conference on Self Sustainable Artificial Intelligence Systems, ICSSAS 2026",0,10.1109/ICSSAS68835.2026.11559531,Conference paper,,2-s2.0-105044128925,Q3
Adeyemo A.A.; Emuoyibofarhe O.N.; Abiodun A.O.; Adegboye J.O.; Ajagbe S.A.,"Towards Trustworthy Email Phishing Detection: Integrating Multi-Modal Deep Learning, Federated Learning, and Explainable AI",2026,Proceedings of Machine Learning Research,0,,Conference paper,,2-s2.0-105045819987,Q3
Wakude S.; Deshpande U.U.; Allagi S.,"Towards Trustworthy Financial Fraud Detection: A Systematic Review and Unified Taxonomy of Causal Inference, Explainable AI, and Robust Machine Learning",2026,"2026 6th International Conference on Intelligent Technologies, CONIT 2026",0,10.1109/CONIT69683.2026.11621614,Conference paper,,2-s2.0-105047337343,Q3
Chen J.; Zheng R.; Liu J.,Towards UAV path-planning algorithms and obstacle avoidance methods: A comprehensive review,2026,Robotics and Autonomous Systems,0,10.1016/j.robot.2026.105636,Short survey,,2-s2.0-105045033810,Q3
Zhang Y.; Xu Q.; Li Y.; He X.; Chen Z.,Towards Universal Ultrasound Analysis: Parameter-Efficient Foundation Model with Task-Aware Routing for Heterogeneous Multi-Task Learning,2026,Proceedings - International Symposium on Biomedical Imaging,0,10.1109/ISBI61048.2026.11515746,Conference paper,All Open Access; Green Open Access,2-s2.0-105041665956,Q4
Kim H.; Keller E.; Snodgrass J.M.; Overbye T.J.,Towards a Domain-Specific AI Framework for Power System Simulation Analysis,2026,"2026 IEEE Texas Power and Energy Conference, TPEC 2026",0,10.1109/TPEC67884.2026.11513100,Conference paper,,2-s2.0-105041383001,Q1
Sehar U.; Ahmad N.; Peng Y.; Zhou J.,Towards a Secure Federated Learning based Approach for Automatic Atrial Fibrillation Detection using ECG Benchmark Datasets,2026,"Proceedings of 2026 IEEE 15th Data Driven Control and Learning Systems Conference, DDCLS 2026",0,10.1109/DDCLS71227.2026.11610558,Conference paper,,2-s2.0-105046536717,Q3
Rauch Y.; Simmann G.; Schneider M.; Goss C.; Kriesten R.,Towards a Smarter E-Bike: Enhancing Energy Efficiency through Adaptive Speed Control,2026,SAE Technical Papers,0,10.4271/2026-01-0736,Conference paper,,2-s2.0-105044704379,Q4
Tariq F.; Anjum F.; Cheng X.; Javed S.; Aurangzeb K.; Kanwal N.,Towards a cybersecure and privacy enhanced smart grid: A blockchain enabled federated learning framework,2026,PLOS ONE,1,10.1371/journal.pone.0342454,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105031645836,Q3
Shi D.; Cai M.; Che Y.; Xie L.; Zhao J.,Towards artificial intelligence-enabled autonomous battery prognostics and management,2026,Journal of Energy Chemistry,10,10.1016/j.jechem.2025.09.081,Article,,2-s2.0-105020664652,Q3
Wu F.; Ye A.; Cai Z.; Chen J.,Towards bias-free recruitment: Adversarial contrastive tuning for LLM-based resume screening,2026,Information and Software Technology,4,10.1016/j.infsof.2026.108040,Article,,2-s2.0-105029410122,Q4
Yang L.; Li S.; Zhu C.,Towards collaborative and privacy-preserving industrial time-series anomaly detection with federated learning: A systematic review,2026,Information Fusion,2,10.1016/j.inffus.2026.104393,Article,,2-s2.0-105036150358,Q3
Shaikh M.; Ebrahimi A.; Wiil U.K.,Towards convergence of AI and blockchain for personalized medicine in pharmacogenomics,2026,Scientific Reports,0,10.1038/s41598-026-53058-6,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105046658326,Q3
Hossain M.A.; Islam M.S.,Towards decentralized cybersecurity: A novel privacy-preserving federated learning approach for botnet attack detection,2026,Blockchain: Research and Applications,8,10.1016/j.bcra.2025.100355,Article,All Open Access; Gold Open Access,2-s2.0-105047902965,Q3
Wang S.; Chen Z.; Liu J.; Xu W.,Towards efficient and secure vertical federated learning with additive ensemble,2026,International Journal of Machine Learning and Cybernetics,0,10.1007/s13042-025-02897-2,Article,,2-s2.0-105030193844,Q3
Jiang M.; Liu Y.; Cui H.; Tian X.; Zheng Q.; Shen Y.; Xiong Z.; Li N.; Li J.; Feng C.; Su Y.; Jin H.,Towards extreme application scenarios: perspectives on artificial intelligence-driven smart energy management systems,2026,Energy and AI,0,10.1016/j.egyai.2026.100725,Article,All Open Access; Gold Open Access,2-s2.0-105034624341,Q3
Wang Q.; Lu G.; Zhang G.,Towards improved agricultural water accounting: a fusion method for regional pond water storage assessment,2026,Journal of Water and Climate Change,0,10.2166/wcc.2026.460,Article,All Open Access; Gold Open Access,2-s2.0-105037820460,Q3
Pan C.; Wu Q.,Towards more practical vertically federated graph neural networks,2026,Pattern Recognition Letters,0,10.1016/j.patrec.2026.04.004,Article,,2-s2.0-105035161125,Q3
Amato F.; Qiu L.; Tanveer M.; Cuomo S.; Annunziata D.; Giampaolo F.; Piccialli F.,"Towards one-shot federated learning: Advances, challenges, and future directions",2026,Neurocomputing,8,10.1016/j.neucom.2025.132088,Review,All Open Access; Hybrid Gold Open Access,2-s2.0-105023051328,Q3
Sedhom B.E.; Eladl A.A.; El-Afifi M.I.,Towards resilient smart grids: hybrid optimization and machine learning for stability prediction,2026,Computers and Electrical Engineering,0,10.1016/j.compeleceng.2026.111381,Article,,2-s2.0-105044765854,Q3
Dib O.; Li S.; Li Z.,Towards robust and privacy-preserving federated learning: SMPC-enhanced defense and optimization for edge-IIoTset,2026,Internet of Things (The Netherlands),0,10.1016/j.iot.2026.102084,Article,,2-s2.0-105048951051,Q3
Raza A.; Raggio C.B.; Guzzo A.; Spadea M.F.; Fortino G.,Towards robust neurocomputing model in efficient federated brain tumour segmentation with sparsification and weights clustering,2026,Neurocomputing,0,10.1016/j.neucom.2026.133142,Article,All Open Access; Hybrid Gold Open Access,2-s2.0-105030922908,Q3
Yuan J.; Li Z.; Zhang T.,Towards robust remote sensing visual question answering with spectral expert adaptation and group-relative optimization,2027,Neural Networks,0,10.1016/j.neunet.2026.109308,Article,,2-s2.0-105043982718,Q1
Chen J.; Tan M.; Lu H.; Xu Q.; Wang Z.; Zeng R.; Hu X.,Towards stable cross-domain depression recognition under missing modalities,2026,Pattern Recognition,5,10.1016/j.patcog.2026.113367,Article,,2-s2.0-105031652219,Q4
Pranav Aditya J.K.; Poongothai E.,Traceable and Explainable Multimodal Clinical Decision Support System Using Low-Rank Adapted Diffusion Models and Domain-Specific DDPM Architectures,2026,"2026 International Conference on Next Generation Electronics, NELEX 2026",0,10.1109/NELeX69209.2026.11590832,Conference paper,,2-s2.0-105045593260,Q9
Akinwumi P.O.; Qian M.; Babatope O.A.,Tracing learner responsiveness through temporal interaction patterns,2026,Discover Artificial Intelligence,0,10.1007/s44163-026-01917-6,Article,All Open Access; Gold Open Access,2-s2.0-105048494401,Q3
Wang Z.; Wang X.; Wang L.; Wu Z.; Hu J.; Yuan F.; Tian Z.,Traffic Flow Prediction in Intelligent Transportation Systems: A Comprehensive Review of Graph Neural Networks and Hybrid Deep Learning Methods,2026,Algorithms,2,10.3390/a19040310,Review,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105037217347,Q3
Huang X.; Wu D.; Boulet B.,Traffic Signal Control Using Lightweight Transformers: An Offline-to-Online RL Approach,2026,IEEE Open Journal of Intelligent Transportation Systems,5,10.1109/OJITS.2026.3654547,Article,All Open Access; Gold Open Access,2-s2.0-105027750303,Q4
Ye B.-L.; Wu P.; Li L.; Wu W.; Song B.,Traffic Signal-Vehicle Cooperative Control via Multimodal Heterogeneous Subgraph Learning,2026,IEEE Transactions on Intelligent Transportation Systems,0,10.1109/TITS.2026.3664174,Article,,2-s2.0-105036276527,Q7
Nandi A.; Banerjee S.; Das A.K.; Dutta S.,Traffic congestion management using attention based federated hybrid deep learning model in Vehicle-to-Everything (V2X) systems,2026,Neural Computing and Applications,0,10.1007/s00521-026-12338-y,Article,,2-s2.0-105046462493,Q3
Sun P.; Liu Y.; Zhang Y.; Qiu T.,Traffic-Aware Mobility Management Based on Decentralized Federated Deep Reinforcement Learning in Satellite-Terrestrial Vehicular Networks,2026,IEEE Transactions on Mobile Computing,0,10.1109/TMC.2026.3709083,Article,,2-s2.0-105043705514,Q3
Huang J.; Sresakoolchai J.; Kaewunruen S.; Muniasamy N.,Train motion prognostics and classification from multi-source decentralised sensors using unsupervised data-driven technology,2026,Transportation Engineering,0,10.1016/j.treng.2026.100423,Article,All Open Access; Gold Open Access; Green Open Access,2-s2.0-105029291472,Q3
Wang R.; Jung V.J.B.; Wiese P.; Conti F.; Burrello A.; Benini L.,TrainDeeploy: Hardware-Accelerated Parameter-Efficient Fine-Tuning of Small Transformer Models at the Extreme Edge,2026,"Proceedings -Design, Automation and Test in Europe, DATE",0,10.23919/DATE69613.2026.11539322,Conference paper,,2-s2.0-105041920537,Q1
